用户ID,商品ID,品牌,商品名称,商品类别,商品类目ID,行为类型,时间戳,售价,销量
318,201,Huawei,Huawei ThinkPad X1,笔记本电脑,2,buy,2025-10-6 8:24,13686,3
573,193,Samsung,Samsung FreeBuds Pro,耳机,4,buy,2025-10-6 8:50,418,4
720,270,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-10-6 8:52,6239,1
371,10,Dell,Dell P60 Pro,智能手机,1,buy,2025-10-6 8:53,1895,2
350,249,Huawei,Huawei R8,相机,6,buy,2025-10-6 9:14,7898,1
80,152,Huawei,Huawei iPhone 16,智能手机,1,buy,2025-10-6 9:34,2487,1
39,173,Lenovo,Lenovo Surface Pro,平板电脑,3,buy,2025-10-6 10:01,2387,2
386,79,Huawei,Huawei P60 Pro,智能手机,1,buy,2025-10-6 10:35,7393,2
739,225,Microsoft,Microsoft R8,相机,6,buy,2025-10-6 12:14,4550,2
737,122,LG,LG Xiaomi 14,智能手机,1,buy,2025-10-6 12:33,1367,2
460,120,Sony,Sony Xiaomi 14,智能手机,1,buy,2025-10-6 12:44,4750,2
199,189,Sony,Sony X-T5,相机,6,buy,2025-10-6 13:26,10671,1
788,145,HP,HP Galaxy Z Flip,智能手机,1,buy,2025-10-6 13:34,6648,5
429,83,Lenovo,Lenovo P60 Pro,智能手机,1,buy,2025-10-6 13:49,7369,2
257,27,Microsoft,Microsoft iPhone 16,智能手机,1,buy,2025-10-6 13:51,7593,3
106,265,LG,LG P60 Pro,智能手机,1,addbuy,2025-10-6 13:52,6298,0
280,231,Samsung,Samsung XPS 15,笔记本电脑,2,buy,2025-10-6 15:19,5987,2
228,231,Dell,Dell iPad Pro,平板电脑,3,buy,2025-10-6 16:07,5580,2
406,258,Dell,Dell Apple Watch S9,智能手表,5,buy,2025-10-6 16:39,2044,1
384,115,Dell,Dell MacBook Pro,笔记本电脑,2,buy,2025-10-6 16:53,10046,1
150,71,Samsung,Samsung Watch GT 4,智能手表,5,buy,2025-10-6 16:58,878,1
143,241,HP,HP Gram 17,笔记本电脑,2,buy,2025-10-6 17:02,4573,2
20,132,Apple,Apple C3,电视,7,buy,2025-10-6 17:10,5289,2
624,271,Lenovo,Lenovo QLED TV,电视,7,buy,2025-10-6 17:31,3142,1
309,63,Sony,Sony XPS 15,笔记本电脑,2,buy,2025-10-6 18:04,10790,5
638,235,Dell,Dell Xiaomi 14,智能手机,1,buy,2025-10-6 18:33,1313,4
549,9,HP,HP Fitbit Sense,智能手表,5,buy,2025-10-6 18:41,913,1
299,220,Xiaomi,Xiaomi Galaxy Tab S9,平板电脑,3,buy,2025-10-6 20:03,5815,2
585,214,LG,LG Galaxy Tab S9,平板电脑,3,buy,2025-10-6 20:39,1626,4
370,35,Samsung,Samsung P60 Pro,智能手机,1,addbuy,2025-10-6 21:00,2674,0
568,11,Lenovo,Lenovo P60 Pro,智能手机,1,addbuy,2025-10-6 21:25,5387,0
397,192,Apple,Apple ZV-E1,相机,6,buy,2025-10-6 21:40,8437,2
70,177,Apple,Apple ThinkPad X1,笔记本电脑,2,buy,2025-10-6 21:47,8337,3
753,171,Samsung,Samsung Nothing Ear,耳机,4,buy,2025-10-6 21:59,718,2
347,90,LG,LG ROG Zephyrus,笔记本电脑,2,buy,2025-10-6 22:37,6007,1
187,70,HP,HP ZV-E1,相机,6,buy,2025-10-6 22:37,9768,3
301,104,HP,HP AirPods Pro,耳机,4,addbuy,2025-10-6 22:40,345,0
318,264,Apple,Apple MatePad Pro,平板电脑,3,addbuy,2025-10-6 22:42,1760,0
38,98,HP,HP MatePad Pro,平板电脑,3,buy,2025-10-6 22:43,4840,3
340,140,Apple,Apple ZV-E1,相机,6,addbuy,2025-10-6 23:34,6669,0
762,226,Dell,Dell Surface Laptop,笔记本电脑,2,buy,2025-10-7 0:06,6027,2
709,255,Huawei,Huawei Xiaomi Watch 2,智能手表,5,buy,2025-10-7 0:23,2356,3
745,218,Sony,Sony iPad Pro,平板电脑,3,buy,2025-10-7 0:26,4574,2
559,151,Microsoft,Microsoft R8,相机,6,buy,2025-10-7 0:44,3313,3
677,152,Samsung,Samsung ThinkPad X1,笔记本电脑,2,addbuy,2025-10-7 1:01,9114,0
171,228,Microsoft,Microsoft Xiaomi Watch 2,智能手表,5,buy,2025-10-7 1:06,2083,2
630,223,Apple,Apple FreeBuds Pro,耳机,4,buy,2025-10-7 1:21,797,2
688,208,Apple,Apple iPhone 15,智能手机,1,buy,2025-10-7 1:34,3376,3
147,225,Huawei,Huawei iPhone 15,智能手机,1,buy,2025-10-7 2:00,4038,3
798,188,Samsung,Samsung iPhone 16,智能手机,1,buy,2025-10-7 2:26,1149,1
620,79,Microsoft,Microsoft iPhone 15,智能手机,1,buy,2025-10-7 2:28,3962,1
455,40,LG,LG Galaxy S24,智能手机,1,buy,2025-10-7 2:40,6592,3
408,161,Lenovo,Lenovo Galaxy S24,智能手机,1,buy,2025-10-7 3:06,5571,4
27,96,Xiaomi,Xiaomi AirPods Pro,耳机,4,buy,2025-10-7 3:25,1322,4
121,135,Dell,Dell Surface Pro,平板电脑,3,addbuy,2025-10-7 4:16,5653,0
627,147,HP,HP Galaxy Buds2,耳机,4,buy,2025-10-7 4:45,743,2
76,232,Samsung,Samsung Galaxy Tab S9,平板电脑,3,buy,2025-10-7 4:49,5425,2
699,164,HP,HP iPhone 15,智能手机,1,buy,2025-10-7 4:51,2579,3
556,149,Samsung,Samsung U8K,电视,7,addbuy,2025-10-7 5:19,6947,0
521,115,Huawei,Huawei Galaxy S24,智能手机,1,buy,2025-10-7 5:19,3337,5
506,14,Huawei,Huawei iPhone 16,智能手机,1,buy,2025-10-7 5:43,1896,2
479,283,Microsoft,Microsoft FreeBuds Pro,耳机,4,buy,2025-10-7 6:57,872,1
317,204,Samsung,Samsung AirPods Pro,耳机,4,buy,2025-10-7 7:20,428,3
421,210,HP,HP U8K,电视,7,buy,2025-10-7 7:33,7541,2
461,239,LG,LG iPad Pro,平板电脑,3,addbuy,2025-10-7 8:00,1968,0
799,283,LG,LG Galaxy Buds2,耳机,4,addbuy,2025-10-7 8:16,1500,0
444,258,Huawei,Huawei iPhone 16,智能手机,1,addbuy,2025-10-7 8:37,6341,0
312,85,Lenovo,Lenovo iPhone 16,智能手机,1,addbuy,2025-10-7 9:53,1316,0
532,146,Xiaomi,Xiaomi ThinkPad X1,笔记本电脑,2,buy,2025-10-7 10:06,6618,3
565,141,Xiaomi,Xiaomi Gram 17,笔记本电脑,2,addbuy,2025-10-7 11:32,5220,0
547,48,Sony,Sony ROG Zephyrus,笔记本电脑,2,buy,2025-10-7 12:34,6170,2
595,79,Huawei,Huawei U8K,电视,7,buy,2025-10-7 12:40,5745,3
620,173,Microsoft,Microsoft Xiaomi 14,智能手机,1,buy,2025-10-7 12:42,2539,2
47,296,Apple,Apple C3,电视,7,buy,2025-10-7 12:45,5938,1
427,16,Xiaomi,Xiaomi Nothing Ear,耳机,4,buy,2025-10-7 12:45,725,5
658,155,Lenovo,Lenovo FreeBuds Pro,耳机,4,buy,2025-10-7 12:48,1190,1
465,38,Dell,Dell FreeBuds Pro,耳机,4,buy,2025-10-7 13:18,964,1
426,248,Huawei,Huawei Xiaomi Watch 2,智能手表,5,buy,2025-10-7 13:20,3450,4
148,161,LG,LG P60 Pro,智能手机,1,buy,2025-10-7 13:30,4708,4
134,190,LG,LG A80L,电视,7,buy,2025-10-7 14:20,7347,2
248,239,Samsung,Samsung Galaxy S24,智能手机,1,buy,2025-10-7 14:20,5305,1
145,50,HP,HP Galaxy Buds2,耳机,4,addbuy,2025-10-7 15:05,236,0
429,128,Dell,Dell ROG Zephyrus,笔记本电脑,2,buy,2025-10-7 15:14,4777,1
195,82,Microsoft,Microsoft FreeBuds Pro,耳机,4,buy,2025-10-7 15:17,344,5
316,255,HP,HP A80L,电视,7,buy,2025-10-7 15:49,5644,3
469,124,Dell,Dell Nothing Ear,耳机,4,buy,2025-10-7 16:15,50,2
52,145,LG,LG AirPods Pro,耳机,4,buy,2025-10-7 17:10,588,1
550,5,HP,HP MatePad Pro,平板电脑,3,addbuy,2025-10-7 17:46,5659,0
745,188,Huawei,Huawei ThinkPad X1,笔记本电脑,2,buy,2025-10-7 18:29,5781,3
53,292,Apple,Apple Xiaomi Pad 6,平板电脑,3,buy,2025-10-7 18:38,4790,2
296,38,LG,LG ROG Zephyrus,笔记本电脑,2,buy,2025-10-7 18:43,13103,1
287,61,HP,HP Fitbit Sense,智能手表,5,buy,2025-10-7 19:20,2440,1
348,286,Dell,Dell MatePad Pro,平板电脑,3,buy,2025-10-7 20:03,2403,1
617,261,Huawei,Huawei R8,相机,6,buy,2025-10-7 22:07,8176,4
40,71,Apple,Apple Apple Watch S9,智能手表,5,buy,2025-10-7 22:21,2500,3
153,264,Lenovo,Lenovo X-T5,相机,6,buy,2025-10-7 22:33,7498,2
167,202,Microsoft,Microsoft Galaxy S24,智能手机,1,buy,2025-10-7 23:13,2112,2
345,260,Sony,Sony P60 Pro,智能手机,1,addbuy,2025-10-7 23:24,6228,0
726,289,Lenovo,Lenovo Galaxy Z Flip,智能手机,1,buy,2025-10-8 0:34,7845,3
340,57,Apple,Apple QN90C,电视,7,addbuy,2025-10-8 1:26,3998,0
705,14,Sony,Sony Xiaomi 14,智能手机,1,buy,2025-10-8 1:41,4510,1
592,117,Sony,Sony Nothing Ear,耳机,4,addbuy,2025-10-8 2:18,1314,0
537,195,HP,HP Galaxy Tab S9,平板电脑,3,buy,2025-10-8 2:55,2018,1
587,57,Xiaomi,Xiaomi A7 IV,相机,6,addbuy,2025-10-8 2:58,4569,0
429,78,HP,HP ThinkPad X1,笔记本电脑,2,buy,2025-10-8 4:00,6934,1
514,242,Xiaomi,Xiaomi Sony XM5,耳机,4,buy,2025-10-8 4:18,1048,1
213,288,Huawei,Huawei Surface Pro,平板电脑,3,buy,2025-10-8 5:05,2171,3
386,161,HP,HP Fitbit Sense,智能手表,5,buy,2025-10-8 5:15,2270,2
560,182,Lenovo,Lenovo Watch GT 4,智能手表,5,addbuy,2025-10-8 6:15,1544,0
496,99,Sony,Sony P60 Pro,智能手机,1,buy,2025-10-8 6:28,6731,1
231,153,Lenovo,Lenovo FreeBuds Pro,耳机,4,buy,2025-10-8 6:28,496,2
325,246,Xiaomi,Xiaomi Sony XM5,耳机,4,buy,2025-10-8 7:31,801,2
125,294,Sony,Sony Galaxy S24,智能手机,1,buy,2025-10-8 7:33,3943,2
354,75,Dell,Dell Xiaomi Watch 2,智能手表,5,addbuy,2025-10-8 7:43,3649,0
81,178,Sony,Sony Gram 17,笔记本电脑,2,buy,2025-10-8 9:03,8579,5
220,104,Sony,Sony Sony XM5,耳机,4,buy,2025-10-8 10:22,1090,2
713,140,Sony,Sony P60 Pro,智能手机,1,buy,2025-10-8 10:45,7857,2
601,123,Microsoft,Microsoft Gram 17,笔记本电脑,2,addbuy,2025-10-8 11:12,6104,0
654,120,Lenovo,Lenovo Galaxy Watch 6,智能手表,5,buy,2025-10-8 11:27,1618,1
735,242,Dell,Dell ThinkPad X1,笔记本电脑,2,addbuy,2025-10-8 11:36,4711,0
564,81,Huawei,Huawei AirPods Pro,耳机,4,buy,2025-10-8 11:47,403,2
667,103,HP,HP X-T5,相机,6,buy,2025-10-8 12:17,8800,1
662,31,LG,LG Galaxy S24,智能手机,1,buy,2025-10-8 12:54,7139,2
548,20,Microsoft,Microsoft R8,相机,6,buy,2025-10-8 13:35,3598,1
407,254,Huawei,Huawei iPhone 15,智能手机,1,buy,2025-10-8 14:16,2447,2
10,153,Sony,Sony MacBook Pro,笔记本电脑,2,buy,2025-10-8 14:19,7235,2
657,279,Sony,Sony Xiaomi Pad 6,平板电脑,3,buy,2025-10-8 14:37,2350,3
480,140,Huawei,Huawei GH6,相机,6,buy,2025-10-8 14:39,10642,3
749,235,LG,LG iPhone 16,智能手机,1,buy,2025-10-8 15:00,2436,3
755,173,Huawei,Huawei C3,电视,7,buy,2025-10-8 15:15,6741,1
626,208,Xiaomi,Xiaomi Galaxy Tab S9,平板电脑,3,buy,2025-10-8 16:13,4006,4
411,49,LG,LG iPad Pro,平板电脑,3,addbuy,2025-10-8 16:25,5066,0
255,4,HP,HP Z50,相机,6,buy,2025-10-8 16:28,4898,2
772,137,Xiaomi,Xiaomi X-T5,相机,6,buy,2025-10-8 16:32,6268,1
587,6,Microsoft,Microsoft Xiaomi 14,智能手机,1,buy,2025-10-8 17:10,3654,1
242,32,LG,LG Gram 17,笔记本电脑,2,buy,2025-10-8 17:35,8419,1
164,208,HP,HP FreeBuds Pro,耳机,4,buy,2025-10-8 17:38,1277,2
121,152,Sony,Sony ZV-E1,相机,6,buy,2025-10-8 17:41,10393,2
137,245,Xiaomi,Xiaomi iPhone 16,智能手机,1,buy,2025-10-8 18:13,4124,2
426,282,Microsoft,Microsoft Galaxy S24,智能手机,1,buy,2025-10-8 18:15,2286,1
224,127,Lenovo,Lenovo ZV-E1,相机,6,buy,2025-10-8 19:00,9901,1
539,229,Microsoft,Microsoft AirPods Pro,耳机,4,buy,2025-10-8 19:33,1500,2
578,58,LG,LG A7 IV,相机,6,buy,2025-10-8 19:35,10813,2
587,275,Lenovo,Lenovo XPS 15,笔记本电脑,2,buy,2025-10-8 19:37,5091,2
453,60,LG,LG Fitbit Sense,智能手表,5,buy,2025-10-8 21:32,1297,4
94,262,Microsoft,Microsoft Sony XM5,耳机,4,buy,2025-10-8 21:44,1348,2
526,213,HP,HP Galaxy Buds2,耳机,4,buy,2025-10-8 21:56,790,2
474,158,Apple,Apple Surface Pro,平板电脑,3,buy,2025-10-8 22:41,5330,5
4,112,Dell,Dell Galaxy S24,智能手机,1,buy,2025-10-8 23:59,6736,3
353,33,Apple,Apple Galaxy Z Flip,智能手机,1,buy,2025-10-9 1:52,5574,1
33,147,Samsung,Samsung Surface Laptop,笔记本电脑,2,buy,2025-10-9 2:29,12696,1
747,216,Huawei,Huawei ZV-E1,相机,6,buy,2025-10-9 2:41,8590,2
385,42,HP,HP Surface Laptop,笔记本电脑,2,buy,2025-10-9 2:44,10130,4
670,179,Lenovo,Lenovo X90L,电视,7,buy,2025-10-9 3:24,7230,1
542,66,Lenovo,Lenovo Sony XM5,耳机,4,addbuy,2025-10-9 3:45,183,0
306,238,Apple,Apple iPhone 15,智能手机,1,buy,2025-10-9 4:00,6876,2
545,195,Lenovo,Lenovo Galaxy Z Flip,智能手机,1,buy,2025-10-9 5:03,6685,4
355,80,Xiaomi,Xiaomi Galaxy Z Flip,智能手机,1,addbuy,2025-10-9 5:06,7661,0
677,215,Samsung,Samsung iPad Pro,平板电脑,3,buy,2025-10-9 5:24,3654,2
212,35,Apple,Apple iPhone 16,智能手机,1,buy,2025-10-9 5:24,6229,3
613,25,Apple,Apple A80L,电视,7,buy,2025-10-9 5:41,2430,1
450,120,Apple,Apple Galaxy Z Flip,智能手机,1,buy,2025-10-9 5:42,3183,1
516,149,Apple,Apple Galaxy Watch 6,智能手表,5,addbuy,2025-10-9 5:46,2921,0
592,165,Microsoft,Microsoft QN90C,电视,7,buy,2025-10-9 5:49,3592,2
534,114,Huawei,Huawei Xiaomi 14,智能手机,1,addbuy,2025-10-9 6:17,2894,0
571,90,Sony,Sony AirPods Pro,耳机,4,buy,2025-10-9 6:53,849,2
508,25,Dell,Dell Fitbit Sense,智能手表,5,buy,2025-10-9 7:16,3511,2
327,214,Dell,Dell ROG Zephyrus,笔记本电脑,2,buy,2025-10-9 8:43,9771,2
189,276,Sony,Sony Xiaomi Watch 2,智能手表,5,addbuy,2025-10-9 8:55,2348,0
725,74,Xiaomi,Xiaomi QN90C,电视,7,buy,2025-10-9 9:04,5302,4
427,286,Lenovo,Lenovo Surface Laptop,笔记本电脑,2,buy,2025-10-9 9:58,11415,2
262,105,Dell,Dell X90L,电视,7,buy,2025-10-9 10:05,5709,1
380,48,Samsung,Samsung Sony XM5,耳机,4,buy,2025-10-9 11:32,857,1
275,194,Xiaomi,Xiaomi iPhone 15,智能手机,1,buy,2025-10-9 11:33,5557,3
742,287,Xiaomi,Xiaomi Surface Pro,平板电脑,3,buy,2025-10-9 13:05,1660,2
311,8,Xiaomi,Xiaomi Galaxy S24,智能手机,1,buy,2025-10-9 13:07,2822,3
773,246,Samsung,Samsung Xiaomi 14,智能手机,1,addbuy,2025-10-9 14:05,2632,0
210,204,Microsoft,Microsoft ZV-E1,相机,6,buy,2025-10-9 14:25,6130,2
390,239,LG,LG QN90C,电视,7,addbuy,2025-10-9 16:37,3542,0
268,185,LG,LG Galaxy S24,智能手机,1,buy,2025-10-9 16:39,5503,1
740,241,HP,HP iPhone 15,智能手机,1,buy,2025-10-9 17:00,5254,3
424,24,LG,LG FreeBuds Pro,耳机,4,addbuy,2025-10-9 18:32,609,0
268,284,Huawei,Huawei C3,电视,7,buy,2025-10-9 18:52,6021,2
157,101,Dell,Dell Galaxy S24,智能手机,1,addbuy,2025-10-9 19:18,5880,0
252,256,Dell,Dell U8K,电视,7,buy,2025-10-9 19:50,4119,1
782,251,LG,LG Galaxy S24,智能手机,1,addbuy,2025-10-9 20:06,5645,0
173,181,HP,HP Galaxy Z Flip,智能手机,1,buy,2025-10-9 20:32,7055,2
189,278,Lenovo,Lenovo Galaxy Z Flip,智能手机,1,buy,2025-10-9 20:55,2257,4
77,25,Lenovo,Lenovo MacBook Pro,笔记本电脑,2,buy,2025-10-9 21:57,14345,1
646,119,Dell,Dell X90L,电视,7,buy,2025-10-9 21:58,7564,1
224,259,Huawei,Huawei C3,电视,7,addbuy,2025-10-9 22:07,2218,0
654,248,Apple,Apple P60 Pro,智能手机,1,buy,2025-10-9 23:26,4726,2
545,283,Apple,Apple iPhone 15,智能手机,1,buy,2025-10-10 0:25,6449,3
740,141,Apple,Apple Nothing Ear,耳机,4,buy,2025-10-10 0:41,698,3
715,221,Apple,Apple P60 Pro,智能手机,1,buy,2025-10-10 1:06,5334,1
153,124,Samsung,Samsung Fitbit Sense,智能手表,5,buy,2025-10-10 1:15,1388,2
363,137,Lenovo,Lenovo QN90C,电视,7,addbuy,2025-10-10 1:21,3189,0
416,236,Samsung,Samsung Galaxy S24,智能手机,1,buy,2025-10-10 1:37,7515,1
701,42,Xiaomi,Xiaomi FreeBuds Pro,耳机,4,buy,2025-10-10 1:49,1131,4
387,283,Dell,Dell X-T5,相机,6,buy,2025-10-10 2:12,2366,1
176,43,Apple,Apple Gram 17,笔记本电脑,2,buy,2025-10-10 2:14,11626,1
98,271,LG,LG P60 Pro,智能手机,1,buy,2025-10-10 3:51,5116,2
581,244,Xiaomi,Xiaomi Xiaomi 14,智能手机,1,buy,2025-10-10 5:45,1265,4
288,279,Samsung,Samsung QLED TV,电视,7,buy,2025-10-10 6:16,3543,1
323,9,Apple,Apple XPS 15,笔记本电脑,2,buy,2025-10-10 6:37,13368,3
79,154,Huawei,Huawei Xiaomi Pad 6,平板电脑,3,addbuy,2025-10-10 6:46,3297,0
399,277,Xiaomi,Xiaomi P60 Pro,智能手机,1,buy,2025-10-10 7:31,2418,3
513,178,Huawei,Huawei iPad Pro,平板电脑,3,buy,2025-10-10 8:02,4213,3
78,175,Dell,Dell iPhone 16,智能手机,1,buy,2025-10-10 8:06,1289,1
407,168,Microsoft,Microsoft U8K,电视,7,buy,2025-10-10 9:10,6650,2
503,117,Sony,Sony Xiaomi Pad 6,平板电脑,3,buy,2025-10-10 9:56,1866,4
191,300,Dell,Dell Sony XM5,耳机,4,buy,2025-10-10 11:15,861,1
303,127,Samsung,Samsung P60 Pro,智能手机,1,addbuy,2025-10-10 11:50,6406,0
158,195,Samsung,Samsung Galaxy S24,智能手机,1,buy,2025-10-10 12:15,6678,2
399,163,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-10-10 12:29,6954,2
316,228,Samsung,Samsung AirPods Pro,耳机,4,buy,2025-10-10 13:41,642,3
136,45,Sony,Sony C3,电视,7,buy,2025-10-10 14:34,4637,1
569,263,HP,HP P60 Pro,智能手机,1,buy,2025-10-10 14:35,2555,2
363,284,Apple,Apple iPad Pro,平板电脑,3,buy,2025-10-10 14:36,4694,2
395,7,Microsoft,Microsoft MatePad Pro,平板电脑,3,buy,2025-10-10 14:49,2367,3
743,287,Dell,Dell Apple Watch S9,智能手表,5,buy,2025-10-10 15:33,2006,1
702,195,Lenovo,Lenovo Galaxy Buds2,耳机,4,addbuy,2025-10-10 17:28,639,0
275,253,Sony,Sony Z50,相机,6,buy,2025-10-10 17:33,4648,2
283,216,Huawei,Huawei Xiaomi Pad 6,平板电脑,3,buy,2025-10-10 17:56,2527,1
258,127,Samsung,Samsung QN90C,电视,7,buy,2025-10-10 18:09,4002,1
632,101,HP,HP P60 Pro,智能手机,1,addbuy,2025-10-10 19:42,7025,0
7,203,Huawei,Huawei FreeBuds Pro,耳机,4,buy,2025-10-10 20:31,841,3
451,172,Dell,Dell Galaxy S24,智能手机,1,buy,2025-10-10 21:19,3838,3
308,165,Microsoft,Microsoft XPS 15,笔记本电脑,2,buy,2025-10-10 21:36,11188,1
322,91,Xiaomi,Xiaomi Galaxy Z Flip,智能手机,1,buy,2025-10-10 21:50,6096,1
712,252,Sony,Sony ZV-E1,相机,6,buy,2025-10-10 21:59,8487,1
386,144,Xiaomi,Xiaomi FreeBuds Pro,耳机,4,addbuy,2025-10-10 22:00,1429,0
578,103,LG,LG iPhone 15,智能手机,1,buy,2025-10-10 22:53,7689,2
28,237,Huawei,Huawei Nothing Ear,耳机,4,buy,2025-10-10 23:38,1341,4
710,36,HP,HP Galaxy S24,智能手机,1,addbuy,2025-10-11 3:14,6709,0
649,156,HP,HP XPS 15,笔记本电脑,2,buy,2025-10-11 5:45,10847,2
387,38,Huawei,Huawei Sony XM5,耳机,4,buy,2025-10-11 6:06,474,3
411,274,HP,HP Surface Pro,平板电脑,3,buy,2025-10-11 6:45,5284,3
38,185,Dell,Dell Nothing Ear,耳机,4,buy,2025-10-11 8:02,1241,3
88,56,Microsoft,Microsoft Xiaomi 14,智能手机,1,buy,2025-10-11 8:52,6821,3
663,23,LG,LG X90L,电视,7,buy,2025-10-11 9:00,7726,2
441,55,Dell,Dell Z50,相机,6,buy,2025-10-11 9:16,11357,5
523,266,Sony,Sony Galaxy Watch 6,智能手表,5,buy,2025-10-11 9:19,800,2
475,257,LG,LG Xiaomi Pad 6,平板电脑,3,buy,2025-10-11 10:41,3338,1
108,152,Apple,Apple Surface Laptop,笔记本电脑,2,buy,2025-10-11 11:06,6445,2
357,160,Samsung,Samsung Galaxy Buds2,耳机,4,buy,2025-10-11 11:12,744,3
495,179,Xiaomi,Xiaomi Fitbit Sense,智能手表,5,buy,2025-10-11 11:42,2238,3
327,35,HP,HP Sony XM5,耳机,4,buy,2025-10-11 12:07,874,3
352,56,Samsung,Samsung iPhone 15,智能手机,1,buy,2025-10-11 12:19,3281,3
179,283,Xiaomi,Xiaomi ROG Zephyrus,笔记本电脑,2,buy,2025-10-11 12:22,6871,2
474,119,Lenovo,Lenovo Galaxy Z Flip,智能手机,1,addbuy,2025-10-11 12:52,2280,0
656,222,Huawei,Huawei iPhone 16,智能手机,1,buy,2025-10-11 13:11,7542,3
461,220,Microsoft,Microsoft iPhone 16,智能手机,1,buy,2025-10-11 13:51,4054,1
286,33,Xiaomi,Xiaomi R8,相机,6,buy,2025-10-11 14:10,8172,3
375,167,Lenovo,Lenovo iPhone 16,智能手机,1,buy,2025-10-11 15:01,5581,3
687,251,Samsung,Samsung FreeBuds Pro,耳机,4,buy,2025-10-11 15:22,487,2
398,201,LG,LG Nothing Ear,耳机,4,addbuy,2025-10-11 15:44,1257,0
633,89,LG,LG Xiaomi Pad 6,平板电脑,3,buy,2025-10-11 16:39,2413,1
689,69,Microsoft,Microsoft MacBook Pro,笔记本电脑,2,buy,2025-10-11 16:53,8987,2
120,94,Xiaomi,Xiaomi MatePad Pro,平板电脑,3,buy,2025-10-11 16:57,3925,1
398,215,Huawei,Huawei Surface Pro,平板电脑,3,buy,2025-10-11 16:57,4713,4
434,96,Microsoft,Microsoft A80L,电视,7,buy,2025-10-11 17:35,6255,2
661,89,Lenovo,Lenovo QLED TV,电视,7,buy,2025-10-11 18:00,5611,2
192,162,Sony,Sony Galaxy Tab S9,平板电脑,3,buy,2025-10-11 18:33,2916,2
10,249,Apple,Apple QN90C,电视,7,addbuy,2025-10-11 18:39,5311,0
518,254,Dell,Dell ROG Zephyrus,笔记本电脑,2,buy,2025-10-11 18:43,6135,2
728,228,HP,HP Surface Laptop,笔记本电脑,2,buy,2025-10-11 18:43,10853,2
32,113,Samsung,Samsung Nothing Ear,耳机,4,buy,2025-10-11 18:55,935,2
551,148,Sony,Sony R8,相机,6,buy,2025-10-11 19:18,6601,1
761,254,HP,HP P60 Pro,智能手机,1,buy,2025-10-11 19:32,2576,3
117,138,Samsung,Samsung P60 Pro,智能手机,1,buy,2025-10-11 19:47,5564,3
779,226,Lenovo,Lenovo AirPods Pro,耳机,4,buy,2025-10-11 20:49,1149,3
754,127,Dell,Dell iPhone 15,智能手机,1,addbuy,2025-10-11 21:00,5386,0
357,45,HP,HP FreeBuds Pro,耳机,4,buy,2025-10-11 21:19,475,3
756,180,Xiaomi,Xiaomi Galaxy Tab S9,平板电脑,3,buy,2025-10-11 22:00,4956,1
631,72,Dell,Dell R8,相机,6,buy,2025-10-11 22:13,12000,1
360,273,Apple,Apple Fitbit Sense,智能手表,5,addbuy,2025-10-11 22:39,1551,0
332,150,Lenovo,Lenovo X90L,电视,7,buy,2025-10-11 23:32,3907,1
696,49,Sony,Sony Nothing Ear,耳机,4,buy,2025-10-12 0:51,735,2
284,65,Dell,Dell MacBook Pro,笔记本电脑,2,buy,2025-10-12 0:55,6405,3
729,165,Xiaomi,Xiaomi iPhone 16,智能手机,1,buy,2025-10-12 2:04,6613,2
146,296,Dell,Dell Sony XM5,耳机,4,buy,2025-10-12 2:22,745,5
463,39,Dell,Dell Galaxy Z Flip,智能手机,1,buy,2025-10-12 2:30,6117,4
528,143,Samsung,Samsung A80L,电视,7,buy,2025-10-12 2:46,6883,1
596,2,HP,HP MatePad Pro,平板电脑,3,buy,2025-10-12 4:30,4555,2
65,274,HP,HP MatePad Pro,平板电脑,3,buy,2025-10-12 4:48,2437,3
507,138,Dell,Dell R8,相机,6,addbuy,2025-10-12 4:59,8427,0
592,67,LG,LG P60 Pro,智能手机,1,buy,2025-10-12 5:25,3589,1
781,25,LG,LG Xiaomi 14,智能手机,1,buy,2025-10-12 5:32,5685,2
128,81,HP,HP A7 IV,相机,6,addbuy,2025-10-12 5:35,2602,0
208,68,Apple,Apple A80L,电视,7,buy,2025-10-12 5:38,5148,2
96,185,Huawei,Huawei FreeBuds Pro,耳机,4,buy,2025-10-12 5:42,1335,1
54,203,LG,LG Galaxy Watch 6,智能手表,5,buy,2025-10-12 5:46,1667,1
672,47,Xiaomi,Xiaomi Galaxy Z Flip,智能手机,1,buy,2025-10-12 5:50,6080,1
80,68,Xiaomi,Xiaomi X-T5,相机,6,buy,2025-10-12 6:17,3359,1
456,5,Lenovo,Lenovo Gram 17,笔记本电脑,2,buy,2025-10-12 6:23,13641,2
433,68,LG,LG C3,电视,7,buy,2025-10-12 6:34,1722,1
92,53,Xiaomi,Xiaomi Xiaomi Pad 6,平板电脑,3,addbuy,2025-10-12 7:34,5249,0
141,196,LG,LG ThinkPad X1,笔记本电脑,2,buy,2025-10-12 7:51,5650,3
694,74,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-10-12 8:20,7521,2
625,85,Microsoft,Microsoft AirPods Pro,耳机,4,buy,2025-10-12 8:25,261,1
767,78,Xiaomi,Xiaomi QLED TV,电视,7,buy,2025-10-12 8:31,5084,2
89,52,HP,HP iPhone 16,智能手机,1,buy,2025-10-12 8:32,4487,1
